Freq.	S11(v1)	S12(v1)	S21(v1)	S22(v1)
1.54170045294960e+007	(-3.98832372781606e+001dB,7.17655922604894e+001°)	(-2.71852149563632e-002dB,-5.53288663595827e-001°)	(-2.71852149563613e-002dB,-5.53288663595827e-001°)	(-3.98832372781598e+001dB,7.17655922604952e+001°)
1.55596563160512e+007	(-3.98092210960649e+001dB,7.18836394315257e+001°)	(-2.72398221375221e-002dB,-5.58404874107600e-001°)	(-2.72398221375183e-002dB,-5.58404874107600e-001°)	(-3.98092210960665e+001dB,7.18836394315236e+001°)
1.57036280433360e+007	(-3.97351215671099e+001dB,7.20008088755900e+001°)	(-2.72947862011273e-002dB,-5.63568374433536e-001°)	(-2.72947862011311e-002dB,-5.63568374433536e-001°)	(-3.97351215671116e+001dB,7.20008088755864e+001°)
1.58489319246116e+007	(-3.96609398164851e+001dB,7.21171038951197e+001°)	(-2.73501107434680e-002dB,-5.68779601336939e-001°)	(-2.73501107434690e-002dB,-5.68779601336939e-001°)	(-3.96609398164852e+001dB,7.21171038951183e+001°)
1.59955802861471e+007	(-3.95866769568189e+001dB,7.22325278201925e+001°)	(-2.74057994130194e-002dB,-5.74038995609738e-001°)	(-2.74057994130175e-002dB,-5.74038995609738e-001°)	(-3.95866769568188e+001dB,7.22325278201967e+001°)
1.61435855682653e+007	(-3.95123340882269e+001dB,7.23470840080399e+001°)	(-2.74618559127227e-002dB,-5.79347002105419e-001°)	(-2.74618559127179e-002dB,-5.79347002105419e-001°)	(-3.95123340882272e+001dB,7.23470840080380e+001°)
1.62929603263977e+007	(-3.94379122984397e+001dB,7.24607758414142e+001°)	(-2.75182840008465e-002dB,-5.84704069781220e-001°)	(-2.75182840008475e-002dB,-5.84704069781220e-001°)	(-3.94379122984396e+001dB,7.24607758414157e+001°)
1.64437172321498e+007	(-3.93634126627489e+001dB,7.25736067261433e+001°)	(-2.75750874898452e-002dB,-5.90110651731221e-001°)	(-2.75750874898481e-002dB,-5.90110651731221e-001°)	(-3.93634126627496e+001dB,7.25736067261408e+001°)
1.65958690743761e+007	(-3.92888362442233e+001dB,7.26855800913864e+001°)	(-2.76322702503290e-002dB,-5.95567205228779e-001°)	(-2.76322702503270e-002dB,-5.95567205228779e-001°)	(-3.92888362442236e+001dB,7.26855800913871e+001°)
1.67494287602648e+007	(-3.92141840936293e+001dB,7.27966993866467e+001°)	(-2.76898362089350e-002dB,-6.01074191760123e-001°)	(-2.76898362089292e-002dB,-6.01074191760123e-001°)	(-3.92141840936302e+001dB,7.27966993866485e+001°)
1.69044093164331e+007	(-3.91394572496461e+001dB,7.29069680819890e+001°)	(-2.77477893522021e-002dB,-6.06632077067575e-001°)	(-2.77477893522021e-002dB,-6.06632077067575e-001°)	(-3.91394572496461e+001dB,7.29069680819879e+001°)
1.70608238900317e+007	(-3.90646567388160e+001dB,7.30163896650573e+001°)	(-2.78061337245034e-002dB,-6.12241331185583e-001°)	(-2.78061337245063e-002dB,-6.12241331185583e-001°)	(-3.90646567388177e+001dB,7.30163896650526e+001°)
1.72186857498606e+007	(-3.89897835757723e+001dB,7.31249676425348e+001°)	(-2.78648734339137e-002dB,-6.17902428481493e-001°)	(-2.78648734339156e-002dB,-6.17902428481493e-001°)	(-3.89897835757715e+001dB,7.31249676425376e+001°)
1.73780082874943e+007	(-3.89148387631199e+001dB,7.32327055349988e+001°)	(-2.79240126462974e-002dB,-6.23615847694430e-001°)	(-2.79240126462965e-002dB,-6.23615847694430e-001°)	(-3.89148387631188e+001dB,7.32327055350023e+001°)
1.75388050184181e+007	(-3.88398232916880e+001dB,7.33396068791250e+001°)	(-2.79835555924883e-002dB,-6.29382071975964e-001°)	(-2.79835555924902e-002dB,-6.29382071975964e-001°)	(-3.88398232916877e+001dB,7.33396068791280e+001°)
1.77010895831747e+007	(-3.87647381405576e+001dB,7.34456752252627e+001°)	(-2.80435065672232e-002dB,-6.35201588930873e-001°)	(-2.80435065672232e-002dB,-6.35201588930873e-001°)	(-3.87647381405578e+001dB,7.34456752252646e+001°)
1.78648757485210e+007	(-3.86895842771227e+001dB,7.35509141361281e+001°)	(-2.81038699299349e-002dB,-6.41074890656790e-001°)	(-2.81038699299320e-002dB,-6.41074890656790e-001°)	(-3.86895842771225e+001dB,7.35509141361295e+001°)
1.80301774085962e+007	(-3.86143626571895e+001dB,7.36553271855298e+001°)	(-2.81646501057007e-002dB,-6.47002473786827e-001°)	(-2.81646501056949e-002dB,-6.47002473786827e-001°)	(-3.86143626571896e+001dB,7.36553271855329e+001°)
1.81970085861004e+007	(-3.85390742250867e+001dB,7.37589179578552e+001°)	(-2.82258515875118e-002dB,-6.52984839530773e-001°)	(-2.82258515875069e-002dB,-6.52984839530773e-001°)	(-3.85390742250864e+001dB,7.37589179578580e+001°)
1.83653834334840e+007	(-3.84637199137015e+001dB,7.38616900462861e+001°)	(-2.82874789361089e-002dB,-6.59022493715519e-001°)	(-2.82874789361060e-002dB,-6.59022493715519e-001°)	(-3.84637199137014e+001dB,7.38616900462885e+001°)
1.85353162341487e+007	(-3.83883006446310e+001dB,7.39636470522669e+001°)	(-2.83495367823259e-002dB,-6.65115946830179e-001°)	(-2.83495367823230e-002dB,-6.65115946830179e-001°)	(-3.83883006446316e+001dB,7.39636470522691e+001°)
1.87068214036586e+007	(-3.83128173282342e+001dB,7.40647925843159e+001°)	(-2.84120298279390e-002dB,-6.71265714066344e-001°)	(-2.84120298279409e-002dB,-6.71265714066344e-001°)	(-3.83128173282349e+001dB,7.40647925843145e+001°)
1.88799134909635e+007	(-3.82372708637402e+001dB,7.41651302569607e+001°)	(-2.84749628469552e-002dB,-6.77472315362595e-001°)	(-2.84749628469543e-002dB,-6.77472315362594e-001°)	(-3.82372708637399e+001dB,7.41651302569613e+001°)
1.90546071796330e+007	(-3.81616621393043e+001dB,7.42646636891339e+001°)	(-2.85383406856526e-002dB,-6.83736275447239e-001°)	(-2.85383406856497e-002dB,-6.83736275447239e-001°)	(-3.81616621393048e+001dB,7.42646636891350e+001°)
1.92309172891022e+007	(-3.80859920321645e+001dB,7.43633965042970e+001°)	(-2.86021682660788e-002dB,-6.90058123883178e-001°)	(-2.86021682660769e-002dB,-6.90058123883178e-001°)	(-3.80859920321662e+001dB,7.43633965042950e+001°)
